  Year     Age    lx        dx        qx        Lx        Tx       ex
  1949     94    16900     2767    0.16375    15516      72953     4.32
  1949     95    14133     2520    0.17828    12873      57437     4.06
  1949     96    11613     2236    0.19256    10495      44564     3.84
  1949     97     9377     1935    0.20632     8410      34069     3.63
  1949     98     7442     1632    0.21926     6626      25660     3.45
  1949     99     5810     1343    0.23111     5139      19033     3.28
  1949    100     4468     1088    0.24361     3923      13894     3.11
  1949    101     3379      868    0.25679     2945       9971     2.95
  1949    102     2511      680    0.27069     2172       7026     2.80
  1949    103     1832      523    0.28535     1570       4854     2.65
  1949    104     1309      394    0.30080     1112       3284     2.51
  1949    105      915      290    0.31709      770       2172     2.37
  1949    106      625      209    0.33428      521       1401     2.24
  1949    107      416      147    0.35241      343        881     2.12
  1949    108      269      100    0.37152      219        538     2.00
  1949    109      169       66    0.39168      136        319     1.88
  1949    110      103       43    0.41295       82        182     1.77
  1949    111       60       26    0.43536       47        101     1.67
  1949    112       34       16    0.45902       26         53     1.56
  1949    113       18        9    0.48397       14         27     1.47
  1949    114       10        5    0.51027        7         13     1.37
  1949    115        5        3    0.53803        3          6     1.29
  1949    116        2        1    0.56731        2          3     1.20
  1949    117        1        1    0.59816        1          1     1.12
  1949    118        0        0    0.63073        0          0     1.04
  1949    119        0        0    0.66509        0          0     0.97
  1950      0   100000     2551    0.02551    97793    7848447    78.48
  1950      1    97449      217    0.00223    97340    7750655    79.54
  1950      2    97231      124    0.00128    97169    7653315    78.71
  1950      3    97107       90    0.00092    97063    7556146    77.81
  1950      4    97018       62    0.00064    96987    7459083    76.88
  1950      5    96956       52    0.00054    96930    7362096    75.93
  1950      6    96904       43    0.00044    96883    7265166    74.97
  1950      7    96861       39    0.00040    96841    7168284    74.01
  1950      8    96822       34    0.00035    96805    7071442    73.04
  1950      9    96788       31    0.00032    96773    6974637    72.06
  1950     10    96757       29    0.00030    96743    6877864    71.08
  1950     11    96728       27    0.00028    96715    6781121    70.10
  1950     12    96701       27    0.00028    96688    6684406    69.12
  1950     13    96674       32    0.00033    96658    6587718    68.14
  1950     14    96642       37    0.00038    96624    6491060    67.17
  1950     15    96605       42    0.00044    96584    6394436    66.19
  1950     16    96563       53    0.00055    96537    6297852    65.22
  1950     17    96510       58    0.00060    96481    6201314    64.26
  1950     18    96452       64    0.00067    96420    6104833    63.29
  1950     19    96388       68    0.00071    96354    6008413    62.34
  1950     20    96320       68    0.00071    96286    5912059    61.38
  1950     21    96252       68    0.00071    96218    5815773    60.42
  1950     22    96184       71    0.00074    96148    5719556    59.47
  1950     23    96113       70    0.00073    96077    5623407    58.51
  1950     24    96042       68    0.00070    96009    5527330    57.55
  1950     25    95975       66    0.00069    95942    5431322    56.59
  1950     26    95908       65    0.00068    95876    5335380    55.63
  1950     27    95843       66    0.00069    95810    5239504    54.67
  1950     28    95777       68    0.00072    95743    5143694    53.70
  1950     29    95709       68    0.00071    95675    5047950    52.74
  1950     30    95641       71    0.00075    95605    4952275    51.78
  1950     31    95569       73    0.00076    95533    4856670    50.82
  1950     32    95497       74    0.00078    95460    4761138    49.86
  1950     33    95422       77    0.00080    95384    4665678    48.89
  1950     34    95346       84    0.00088    95303    4570294    47.93
  1950     35    95261       90    0.00095    95216    4474990    46.98
  1950     36    95171       96    0.00101    95123    4379774    46.02
  1950     37    95075      110    0.00115    95020    4284651    45.07
  1950     38    94965      118    0.00124    94906    4189631    44.12
  1950     39    94847      124    0.00130    94785    4094725    43.17
  1950     40    94723      130    0.00137    94658    3999940    42.23
  1950     41    94594      139    0.00147    94524    3905281    41.28
  1950     42    94454      156    0.00166    94376    3810757    40.35
  1950     43    94298      172    0.00183    94212    3716381    39.41
  1950     44    94126      189    0.00200    94031    3622170    38.48
  1950     45    93937      205    0.00218    93835    3528138    37.56
  1950     46    93732      212    0.00226    93626    3434304    36.64
  1950     47    93520      230    0.00246    93405    3340678    35.72
  1950     48    93290      246    0.00264    93167    3247273    34.81
  1950     49    93044      265    0.00284    92912    3154106    33.90
  1950     50    92780      286    0.00308    92637    3061193    32.99
  1950     51    92494      310    0.00335    92339    2968556    32.09
  1950     52    92184      337    0.00366    92015    2876217    31.20
  1950     53    91847      367    0.00400    91663    2784202    30.31
  1950     54    91479      400    0.00438    91279    2692539    29.43
  1950     55    91079      438    0.00481    90860    2601260    28.56
  1950     56    90641      480    0.00530    90401    2510400    27.70
  1950     57    90160      525    0.00582    89898    2420000    26.84
  1950     58    89636      572    0.00638    89350    2330102    26.00
  1950     59    89064      623    0.00699    88752    2240752    25.16
  1950     60    88441      675    0.00764    88103    2152000    24.33
  1950     61    87766      734    0.00837    87399    2063897    23.52
  1950     62    87031      806    0.00926    86628    1976498    22.71
  1950     63    86225      893    0.01036    85779    1889870    21.92
  1950     64    85332      991    0.01162    84837    1804091    21.14
  1950     65    84341     1099    0.01302    83792    1719254    20.38
  1950     66    83242     1204    0.01446    82641    1635463    19.65
  1950     67    82039     1294    0.01577    81392    1552822    18.93
  1950     68    80745     1362    0.01687    80064    1471430    18.22
  1950     69    79383     1419    0.01787    78674    1391366    17.53
  1950     70    77964     1477    0.01895    77226    1312693    16.84
  1950     71    76487     1547    0.02023    75714    1235467    16.15
  1950     72    74940     1626    0.02170    74127    1159753    15.48
  1950     73    73314     1715    0.02340    72456    1085626    14.81
  1950     74    71599     1814    0.02534    70691    1013170    14.15
